date,location,name,organization,type of death,url
"May 17, 2003","Lucena City, Quezon, Philippines","Apolinario ""Polly"" Pobeda",DWTI Radio,Murder,https://cpj.org/data/people/apolinario-polly-pobeda/index.php
"July 30, 2010","Merauke, Indonesia",Ardiansyah Matra'is,Merauke TV,Murder,https://cpj.org/data/people/ardiansyah-matrais/index.php
"June 11, 2007","Al-Khalis, Iraq",Aref Ali Filaih,Aswat al-Iraq,Crossfire,https://cpj.org/data/people/aref-ali-filaih/index.php
"May 12, 1995","São Fidélis, Brazil",Aristeu Guida da Silva,A Gazeta de São Fidélis,Murder,https://cpj.org/data/people/aristeu-guida-da-silva/index.php
"October 30, 2017","Daquq, Iraq",Arkan Sharifi,Kurdistan TV,Murder,https://cpj.org/data/people/arkan-sharifi/index.php
"July 18, 2006","Digos City, Philippines",Armando Pace,DXDS,Murder,https://cpj.org/data/people/armando-pace/index.php
"May 2,3 or 4, 2015","Oaxaca, Mexico",Armando Saldaña Morales,La Ke Buena 100.9 FM,Murder,https://cpj.org/data/people/armando-saldana-morales/index.php
"August 5, 2004","Bauan, Philippines",Arnnel Manalo,Bulgar and DZRH Radio,Murder,https://cpj.org/data/people/arnnel-manalo/index.php
"June 16, 1994","Kuito, Angola",Artur Gilela,Radio Nacional de Angola,Crossfire,https://cpj.org/data/people/artur-gilela/index.php
"November 23, 2009","Ampatuan, Philippines",Arturo Betia,Periodico Ini,Murder,https://cpj.org/data/people/arturo-betia/index.php
"April 19, 2004","near Samara, Iraq",Asaad Kadhim,Al-Iraqiya TV,Crossfire,https://cpj.org/data/people/asaad-kadhim/index.php
"June 11, 2011","Peshawar, Pakistan",Asfandyar Khan,Akhbar-e-Khyber,Dangerous Assignment,https://cpj.org/data/people/asfandyar-khan/index.php
"May 11, 2008","Samba, India",Ashok Sodhi,Daily Excelsior,Dangerous Assignment,https://cpj.org/data/people/ashok-sodhi/index.php
"April 20, 2004","Kashmir, India",Asiya Jeelani,freelance,Dangerous Assignment,https://cpj.org/data/people/asiya-jeelani/index.php
"April 16, 2013","Peshawar, Pakistan",Aslam Durrani,Daily Pakistan,Dangerous Assignment,https://cpj.org/data/people/aslam-durrani/index.php
"August 3, 2010","an area near Al-Adaysseh, Lebanon",Assaf Abu Rahal,Al-Akhbar,Crossfire,https://cpj.org/data/people/assaf-abu-rahal/index.php
"December 12, 2006","Mosul, Iraq",Aswan Ahmed Lutfallah,APTN,Murder,https://cpj.org/data/people/aswan-ahmed-lutfallah/index.php
"October 15, 2014","Daraa, Syria",Atallah Bajbouj,Nabaa Media Foundation,Crossfire,https://cpj.org/data/people/atallah-bajbouj/index.php
"August 1, 2008","Chaiyamontri, Thailand",Athiwat Chaiyanurat,"Matichon, Channel 7",Murder,https://cpj.org/data/people/athiwat-chaiyanurat/index.php
"August 22, 2006","Cartagena, Colombia",Atilano Segundo Pérez Barrios,Radio Vigía de Todelar,Murder,https://cpj.org/data/people/atilano-segundo-perez/index.php
"February 23, 2006","Samarra, Iraq",Atwar Bahjat,Al-Arabiya,Murder,https://cpj.org/data/people/atwar-bahjat/index.php
"October 4, 2014","Kyaikmayaw, Myanmar","Aung Kyaw Naing, ""Par Gyi""",Freelance,Murder,https://cpj.org/data/people/aung-kyaw-naing-par-gyi/index.php
"February 26, 2015","Dhaka, Bangladesh",Avijit Roy,Freelance,Murder,https://cpj.org/data/people/avijit-roy/index.php
"November 18, 2016","Taiz, Yemen",Awab al-Zubiry,Freelance,Crossfire,https://cpj.org/data/people/awab-al-zubiry/index.php
"November 9, 2012","Damascus, Syria",Ayham Mostafa Ghazzoul,Syrian Center for Media and Freedom of Expression,Dangerous Assignment,https://cpj.org/data/people/ayham-mostafa-ghazzoul/index.php
"February 1, 2004","Arbil, Iraq",Ayoub Mohamed,Kurdistan TV,Crossfire,https://cpj.org/data/people/ayoub-mohamed/index.php
"August 7, 1993","Istanbul, Turkey",Aysel Malkac,Ozgur Gundem,Murder,https://cpj.org/data/people/aysel-malkac/index.php
"October 11, 2013","Karak District, Pakistan",Ayub Khattak,Karak Times,Murder,https://cpj.org/data/people/ayub-khattak/index.php
"April 17, 2010","Orakzai, Pakistan",Azamat Ali Bangash,Samaa TV,Dangerous Assignment,https://cpj.org/data/people/azamat-ali-bangash/index.php
"November 19, 2001","Nangarhar Province, Afghanistan",Azizullah Haidari,Reuters,Murder,https://cpj.org/data/people/azizullah-haidari/index.php
"May 15, 1995","near Algiers, Algeria",Azzedine Saidj,El-Ouma,Murder,https://cpj.org/data/people/azzedine-saidj/index.php
"May 22, 1995","Oran, Algeria",Bakhti Benaouda,El-Djoumhouria,Murder,https://cpj.org/data/people/bakhti-benaouda/index.php
"August 16, 2004","Colombo, Sri Lanka",Bala Nadarajah Iyer,Thinamurasu and Thinakaran,Murder,https://cpj.org/data/people/bala-nadarajah-iyer/index.php
"June 25, 2005","an area outside Pristina, Serbia",Bardhyl Ajeti,Bota Sot,Murder,https://cpj.org/data/people/bardhyl-ajeti/index.php
"August 24, 2010","Mogadishu, Somalia",Barkhat Awale,Hurma Radio,Crossfire,https://cpj.org/data/people/barkhat-awale/index.php
"November 21, 2012","Damascus, Syria",Basel Tawfiq Youssef,Syrian State TV,Crossfire,https://cpj.org/data/people/basel-tawfiq-youssef/index.php
"March 12, 2018","Arbin, Syria",Bashar al-Attar,Arbin Unified Media Office,Crossfire,https://cpj.org/data/people/bashar-al-attar/index.php
"October 24, 2013","Mosul, Iraq",Bashar al-Nuaimi,Al-Mosuliya TV,Murder,https://cpj.org/data/people/bashar-al-nuaimi/index.php
"October 19, 2007","Mogadishu, Somalia",Bashiir Noor Gedi,Radio Shabelle,Murder,https://cpj.org/data/people/bashiir-noor-gedi/index.php
"December 27, 2011","Homs, Syria",Basil al-Sayed,Freelance,Dangerous Assignment,https://cpj.org/data/people/basil-al-sayed/index.php
"January 7, 2009","Gaza , Israel and the Occupied Palestinian Territory",Basil Ibrahim Faraj,Palestinian Media and Communication Company,Crossfire,https://cpj.org/data/people/basil-ibrahim-faraj/index.php
"May 28, 2012","Homs, Syria",Bassel al-Shahade,Freelance,Crossfire,https://cpj.org/data/people/bassel-al-shahade/index.php
"January 13, 2013","Daraa, Syria",Bassem Fawaz al-Zabi,Freelance,Crossfire,https://cpj.org/data/people/bassem-fawaz-al-zabi/index.php
"November 3, 2015","Damascus, Syria",Batoul Mokhles al-Warrar,Noor al-Sham; Radio Damascus,Crossfire,https://cpj.org/data/people/batoul-mokhles-al-warrar/index.php
"September 20, 2009","Lagos, Nigeria",Bayo Ohu,The Guardian,Murder,https://cpj.org/data/people/bayo-ohu/index.php
"July 15, 1997","San Luis Río Colorado, Mexico",Benjamín Flores González,La Prensa,Murder,https://cpj.org/data/people/benjamin-flores-gonzalez/index.php
"May 19, 1998","Cali, Colombia",Bernabé Cortés Valderrama,Noticias CVN,Murder,https://cpj.org/data/people/bernabe-cortes-valderrama/index.php
"January 7, 2015","Paris, France",Bernard Maris,Freelance,Murder,https://cpj.org/data/people/bernard-maris/index.php
"January 7, 2015","Paris, France",Bernard Verlhac (Tignous),Freelance,Murder,https://cpj.org/data/people/bernard-verlhac-tignous/index.php
"January 31, 1993","Rajpura, India",Bhola Nath Masoom,Hind Samachar,Murder,https://cpj.org/data/people/bhola-nath-masoom/index.php
"November 23, 2009","Ampatuan, Philippines",Bienvenido Legarte Jr.,Prontiera News,Murder,https://cpj.org/data/people/bienvenido-legarte-jr/index.php
"September 30, 1993","Buenaventura, Colombia",Bienvenido Lemos,Caracol Radio,Murder,https://cpj.org/data/people/bienvenido-lemos/index.php
Unknown in 2014,"Sednaya, Syria",Bilal Ahmed Bilal,Palestine Today TV,Dangerous Assignment,https://cpj.org/data/people/bilal-ahmed-bilal/index.php
"September 17, 2015","Sana'a, Yemen",Bilal Sharaf al-Deen,Al-Masirah TV,Crossfire,https://cpj.org/data/people/bilal-sharaf-al-deen/index.php
"October 4, 2007","Bara district, Nepal",Birendra Shah,"Nepal FM, Dristi Weekly, and Avenues TV",Murder,https://cpj.org/data/people/birendra-shah/index.php
"November 2, 2009","Durango, Mexico",Bladimir Antuna García,El Tiempo de Durango,Murder,https://cpj.org/data/people/bladimir-antuna-garcia/index.php
"July 8, 2003","La Paz, Tarlac, Philippines",Bonifacio Gregorio,Dyaryo Banat,Murder,https://cpj.org/data/people/bonifacio-gregorio/index.php
"August 11, 1997","Odessa, Ukraine",Borys Derevyanko,Vechernyaya Odessa,Murder,https://cpj.org/data/people/borys-derevyanko/index.php
"January 25, 2015","Western Bahr al Ghazal state, South Sudan",Boutros Martin,South Sudan Television,Murder,https://cpj.org/data/people/boutros-martin/index.php
"October 27, 2006","Santa Lucía del Camino, Mexico",Bradley Will,freelance,Dangerous Assignment,https://cpj.org/data/people/bradley-will/index.php
"September 4, 1995","Algiers, Algeria",Brahim Guaraoui,El-Moudjahid,Murder,https://cpj.org/data/people/brahim-guaraoui/index.php
"May 1, 1994","an area near Mostar, Bosnia",Brian Brinton,freelance,Crossfire,https://cpj.org/data/people/brian-brinton/index.php
"August 1, 1995","Ottawa, Canada",Brian Smith,CJOH-TV,Murder,https://cpj.org/data/people/brian-smith/index.php
"December 3, 2001","Petit-Goâve, Haiti",Brignol Lindor,Radio Echo 2000,Murder,https://cpj.org/data/people/brignol-lindor/index.php
"March 26, 2004","Fallujah, Iraq",Burhan Mohamed Mazhour,ABC,Crossfire,https://cpj.org/data/people/burhan-mohamed-mazhour/index.php
"July 1, 2012","El Triunfo, Ecuador",Byron Baldeón,Freelance,Murder,https://cpj.org/data/people/byron-baldeon/index.php
"April 23, 1993","an area near Sharpeville, South Africa",Calvin Thusago,South African Broadcasting Corporation (SABC),Murder,https://cpj.org/data/people/calvin-thusago/index.php
May 2014,"Bouar Region, Central African Republic",Camille Lepage,Freelance,Dangerous Assignment,https://cpj.org/data/people/camille-lepage/index.php
"May 30, 2001","Zamboanga City, Philippines",Candelario Cayona,Radio DXLL,Murder,https://cpj.org/data/people/candelario-cayona/index.php
"November 5, 2010","Matamoros, Mexico",Carlos Alberto Guajardo Romero,Expreso Matamoros,Dangerous Assignment,https://cpj.org/data/people/carlos-alberto-guajardo-romero/index.php
"November 22, 2000","Maputo, Mozambique",Carlos Cardoso,Metical,Murder,https://cpj.org/data/people/carlos-cardoso/index.php
"January 13, 2018","Nuevo Laredo, Mexico",Carlos Domínguez Rodríguez,Freelance,Murder,https://cpj.org/data/people/carlos-dominguez-rodriguez/index.php
"April 26, 1993","El Progreso, Honduras",Carlos Grant,El Tiempo,Murder,https://cpj.org/data/people/carlos-grant/index.php
"February 10, 2004","Managua, Nicaragua",Carlos José Guadamuz,Canal 23,Murder,https://cpj.org/data/people/carlos-jose-guadamuz/index.php
"April 19, 1993","Barranquilla, Colombia",Carlos Lajud Catalan,ABC Radio,Murder,https://cpj.org/data/people/carlos-lajud-catalan/index.php
"March 29, 2008","Pucarani, Bolivia",Carlos Quispe Quispe,Radio Municipal,Murder,https://cpj.org/data/people/carlos-quispe-quispe/index.php
"October 18, 2007","Tegucigalpa, Honduras",Carlos Salgado,Radio Cadena Voces,Murder,https://cpj.org/data/people/carlos-salgado/index.php
"January 15, 2008","Kabul, Afghanistan",Carsten Thomassen,Dagbladet,Dangerous Assignment,https://cpj.org/data/people/carsten-thomassen/index.php
"March 2, 2017","Ciudad Altamirano, Guerrero, Mexico",Cecilio Pineda Birto,Freelance,Murder,https://cpj.org/data/people/cecilio-pineda-birto/index.php
"February 24, 1992","Batman, Turkey",Cengiz Altun,Yeni Ulke,Murder,https://cpj.org/data/people/cengiz-altun/index.php
"July 29, 1992","Batman, Turkey",Cetin Abayay,Ozgur Halk,Murder,https://cpj.org/data/people/cetin-abayay/index.php
"August 21, 2008","Sungai Kolok, Thailand",Chalee Boonsawat,Thai Rath,Dangerous Assignment,https://cpj.org/data/people/chalee-boonsawat/index.php
"December 8, 1994","Kompong Cham, Cambodia",Chan Dara,Koh Santepheap,Murder,https://cpj.org/data/people/chan-dara/index.php
"April 11, 1994","Kigali, Rwanda",Charles Bideri-Munyangabe,Le Messager,Murder,https://cpj.org/data/people/charles-bideri-munyangabe/index.php
"April 24, 1994","Kigali, Rwanda",Charles Karinganire,Le Flambeau,Murder,https://cpj.org/data/people/charles-karinganire/index.php
"August 2, 2007","Oakland, USA",Chauncey Bailey,Oakland Post,Murder,https://cpj.org/data/people/chauncey-bailey/index.php
"March 30, 1997","Phnom Penh, Cambodia",Chet Duong Daravuth,Neak Prayuth,Dangerous Assignment,https://cpj.org/data/people/chet-duong-daravuth/index.php
Unknown,Gambia,Chief Ebrima Manneh,Daily Observer,Unknown,https://cpj.org/data/people/chief-ebrima-manneh/index.php
"June 15, 1992","Nagorno-Karabakh, Azerbaijan",Chingiz Fuad-ogly Mustafayev,DR-Press,Crossfire,https://cpj.org/data/people/chingiz-fuad-ogly-mustafayev/index.php
"February 9, 2008","Quetta, Pakistan",Chishti Mujahid,Akbar-e-Jehan,Murder,https://cpj.org/data/people/chishti-mujahid/index.php
"October 18, 2003","Phnom Penh, Cambodia",Chou Chetharith,Ta Prum,Murder,https://cpj.org/data/people/chou-chetharith/index.php
"April 20, 2011","Misurata, Libya",Chris Hondros,Getty Images,Crossfire,https://cpj.org/data/people/chris-hondros/index.php
"September 2, 2009","Tonacatepeque, El Salvador",Christian Gregorio Poveda Ruiz,Freelance,Murder,https://cpj.org/data/people/christian-gregorio-poveda-ruiz/index.php
"April 7, 2003","outside Baghdad, Iraq",Christian Liebig,Focus,Crossfire,https://cpj.org/data/people/christian-liebig/index.php
"October 7, 2006","Baghlan, Afghanistan",Christian Struwe,freelance,Murder,https://cpj.org/data/people/christian-struwe/index.php
"August 26, 2017","Kaya, South Sudan",Christopher Allen,Freelance,Crossfire,https://cpj.org/data/people/christopher-allen/index.php
"January 5, 2012","General Santos City, Philippines",Christopher Guarin,Radyo Mo Nationwide and Tatak News,Murder,https://cpj.org/data/people/christopher-guarin-1/index.php
"October 24, 2017",Philippines,Christopher Iban Lozada,DBXF Prime Broadcasting Network,Murder,https://cpj.org/data/people/christopher-iban-lozada/index.php
"December 19, 2009","Bandirma, Turkey",Cihan Hayırsevener,Güney Marmara’da Yaşam,Murder,https://cpj.org/data/people/cihan-hayirsevener/index.php
"November 2, 2013","Kidal, Mali",Claude Verlon,Radio France Internationale,Murder,https://cpj.org/data/people/claude-verlon/index.php
"March 19, 2010","Montería, Colombia",Clodomiro Castilla Ospino,El Pulso del Tiempo,Murder,https://cpj.org/data/people/clodomiro-castilla-ospina/index.php
"April 30, 1999","Freetown, Sierra Leone",Conrad Roy,Expo Times,Dangerous Assignment,https://cpj.org/data/people/conrad-roy/index.php
"June 9, 2009","San Jose, Philippines",Crispin Perez,DWDO Radio,Murder,https://cpj.org/data/people/crispin-perez/index.php
"December 22, 1994","Grozny, Russia",Cynthia Elbaum,Freelancer,Crossfire,https://cpj.org/data/people/cynthia-elbaum/index.php
"June 2, 2005","outside Benghazi, Libya",Daif al-Gahzal al-Shuhaibi,freelance,Murder,https://cpj.org/data/people/daif-al-gahzal-al-shuhaibi/index.php
"January 25, 2015","Western Bahr al Ghazal state, South Sudan",Dalia Marko,Raja FM,Murder,https://cpj.org/data/people/dalia-marko/index.php
"July 12, 1993","Mogadishu, Somalia",Dan Eldon,Reuters,Murder,https://cpj.org/data/people/dan-eldon/index.php
"Between January 23 and February 21, 2002","Karachi, Pakistan",Daniel Pearl,The Wall Street Journal,Murder,https://cpj.org/data/people/daniel-pearl/index.php
"March 10, 2015","Mazatenango, Guatemala",Danilo López,Prensa Libre,Murder,https://cpj.org/data/people/danilo-lopez/index.php
"July 1, 1992","Iligan City, Philippines",Danilo Vergara,Philippine Post,Murder,https://cpj.org/data/people/danilo-vergara/index.php
"June 3, 1997","Manila, Philippines",Danny Hernandez,People's Journal Tonight,Murder,https://cpj.org/data/people/danny-hernandez/index.php
"October 16, 2017",Malta,Daphne Caruana Galizia,Running Commentary,Murder,https://cpj.org/data/people/daphne-caruana-galizia/index.php
"January 28, 1994","Mostar, Bosnia",Dario D'Angelo,RAI-TV,Crossfire,https://cpj.org/data/people/dario-dangelo/index.php
"November 6, 2011","Penonomé, Panama",Darío Fernández Jaén,Radio Mi Favorita,Murder,https://cpj.org/data/people/dario-fernandez-jaen/index.php
"April 29, 2015","Baidoa, Somalia",Daud Ali Omar,Radio Baidoa,Murder,https://cpj.org/data/people/daud-ali-omar/index.php
"September 2, 2012","Iringa, Tanzania",Daudi Mwangosi,Channel Ten,Dangerous Assignment,https://cpj.org/data/people/daudi-mwangosi/index.php
"October 28, 1993","Kobi, Georgia",David Bolkvadze,Worldwide Television News,Crossfire,https://cpj.org/data/people/david-bolkvadze/index.php
"June 5, 2016","Marjah district, Helmand province, Afghanistan",David Gilkey,National Public Radio,Crossfire,https://cpj.org/data/people/david-gilkey/index.php
"August 13, 1992","Sarajevo, Bosnia",David Kaplan,ABC News,Crossfire,https://cpj.org/data/people/david-kaplan/index.php
"March 11, 2010","La Ceiba, Honduras",David Meza Montesinos,"Radio El Patio, Radio America, Channel 45",Murder,https://cpj.org/data/people/david-meza-montesinos/index.php
"April 23, 2012","São Luis, Brazil",Décio Sá,O Estado do Maranhão and Blog do Décio,Murder,https://cpj.org/data/people/decio-sa/index.php
"August 11, 2004","Dailekh, Nepal",Dekendra Raj Thapa,Radio Nepal,Murder,https://cpj.org/data/people/dekendra-raj-thapa/index.php
"August 9, 2008","General Santos City, Philippines",Dennis Cuesta,DXMD,Murder,https://cpj.org/data/people/dennis-cuesta/index.php
"June 14, 2010","Manay, Philippines",Desidario Camangyan,Sunrise FM,Murder,https://cpj.org/data/people/desidario-camangyan/index.php
"December 16, 2004","Banjul, Gambia",Deyda Hydara,The Point,Murder,https://cpj.org/data/people/deyda-hydara/index.php
"January 30, 2003","Jaluki, Nepal",Dhan Bahadur Rokka Magar,Radio Nepal,Murder,https://cpj.org/data/people/dhan-bahadur-rokka-magar/index.php
"April 29, 2005","Colombo, Sri Lanka",Dharmeratnam Sivaram,TamilNet and Daily Mirror,Murder,https://cpj.org/data/people/dharmeratnam-sivaram/index.php
"November 1, 2004","Ramadi, Iraq",Dhia Najim,freelance,Crossfire,https://cpj.org/data/people/dhia-najim/index.php
"October 12, 2017","Abu Fas Village, Syria",Dilshan Ibash,Hawar News Agency (ANHA),Crossfire,https://cpj.org/data/people/dilshan-ibash/index.php
"October 14, 2004","Baghdad, Iraq",Dina Mohammed Hassan,Al-Hurriya,Murder,https://cpj.org/data/people/dina-mohammed-hassan/index.php
"May 22, 1993","Baroda, India",Dinesh Pathak,Sandesh,Murder,https://cpj.org/data/people/dinesh-pathak/index.php
"May 22 or 23, 2015","Conceição da Feira, Brazil",Djalma Santos da Conceição,RCA FM,Murder,https://cpj.org/data/people/djalma-santos-da-conceicao/index.php
"October 5, 1993","Blida, Algeria",Djamel Bouhidel,Nouveau Tell,Murder,https://cpj.org/data/people/djamel-bouhidel/index.php
"February 11, 1996","Algiers, Algeria",Djamel Derraz,Le Soir d'Algérie,Murder,https://cpj.org/data/people/djamel-derraz/index.php
"February 17, 1995","near Oran, Algeria",Djamel Ziater,El-Djoumhouria,Murder,https://cpj.org/data/people/djamel-ziater/index.php
"March 12, 1996","Ain Naadja, Algeria",Djilali Arabidou,Algérie-Actualité,Murder,https://cpj.org/data/people/djilali-arabidou/index.php
"May 6, 2007","Diyala, Iraq",Dmitry Chebotayev,freelance,Crossfire,https://cpj.org/data/people/dmitry-chebotayev/index.php
"October 17, 1994","Moscow, Russia",Dmitry Kholodov,Mosckovski Komsomolets,Murder,https://cpj.org/data/people/dmitry-kholodov/index.php
"April 14, 1993","Grozny, Russia",Dmitry Krikoryants,Expresskhronika,Murder,https://cpj.org/data/people/dmitry-krikoryants/index.php
"May 24, 2017","Minusinsk, Russia",Dmitry Popkov,Ton-M,Murder,https://cpj.org/data/people/dmitry-popkov/index.php
"November 28, 2003","Minsk, Belarus",Dmitry Zavadsky,ORT,Murder,https://cpj.org/data/people/dmitry-zavadsky/index.php
"April 16, 2005","Nuevo Laredo, Mexico",Dolores Guadalupe García Escamilla,Stereo 91,Murder,https://cpj.org/data/people/dolores-guadalupe-garcia-escamilla/index.php
